timestamp,Carrier,OriginCityName,OriginCountry,DestCityName,DestCountry,FlightTimeMin,AvgTicketPrice,Cancelled,FlightDelayType
"Oct 27, 2021 @ 04:30:28.000",JetBeats,Ottawa,CA,Phoenix,US,"176.972","$639.46",false,"No Delay"
"Oct 27, 2021 @ 04:27:45.000","ES-Air",Montreal,CA,"San Francisco",US,"371.428","$338.65",false,"No Delay"
"Oct 27, 2021 @ 04:27:45.000",JetBeats,Bogota,CO,Atlanta,US,"187.555","$809.23",false,"No Delay"
"Oct 27, 2021 @ 04:22:10.000","ES-Air",Seoul,KR,Treviso,IT,"543.772","$530.6",false,"No Delay"
"Oct 27, 2021 @ 04:20:56.000","Logstash Airways",Belogorsk,RU,Venice,IT,"451.017","$916.28",false,"No Delay"
"Oct 27, 2021 @ 04:20:47.000","ES-Air",Adelaide,AU,Richmond,US,"1,200.616","$369.73",false,"No Delay"
"Oct 27, 2021 @ 04:09:16.000","ES-Air","San Juan",PR,Olenegorsk,RU,"753.483","$985.08",false,"NAS Delay"
"Oct 27, 2021 @ 04:07:31.000","Logstash Airways",Verona,IT,Warsaw,PL,"65.892","$892.57",false,"No Delay"
"Oct 27, 2021 @ 03:57:38.000",JetBeats,Durban,ZA,"San Juan",PR,"972.822","$925.04",true,"No Delay"
"Oct 27, 2021 @ 03:55:33.000","ES-Air",Chicago,US,Oslo,NO,"599.873","$821.59",false,"Carrier Delay"
"Oct 27, 2021 @ 03:34:14.000","Logstash Airways",Pisa,IT,Belogorsk,RU,"617.262","$385.68",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 03:29:32.000","ES-Air",Dublin,IE,Dublin,IE,0,"$232.94",true,"No Delay"
"Oct 27, 2021 @ 03:24:39.000","ES-Air",Stockholm,SE,Venice,IT,"169.415","$435.88",false,"Carrier Delay"
"Oct 27, 2021 @ 03:21:27.000","Logstash Airways",Rome,IT,Bergamo,IT,"32.624","$137.11",false,"No Delay"
"Oct 27, 2021 @ 03:16:23.000","Logstash Airways","Frankfurt am Main",DE,"New Orleans",US,"449.93","$986.44",false,"No Delay"
"Oct 27, 2021 @ 03:02:56.000","Logstash Airways",Tokoname,JP,Oslo,NO,"1,120.577","$720.19",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 02:58:42.000","Kibana Airlines",Savannah,US,Torino,IT,"373.828","$589.84",false,"No Delay"
"Oct 27, 2021 @ 02:54:31.000",JetBeats,Torino,IT,Warsaw,PL,"62.315","$988.25",false,"No Delay"
"Oct 27, 2021 @ 02:49:24.000","ES-Air",Winnipeg,CA,Winnipeg,CA,0,"$104.08",false,"No Delay"
"Oct 27, 2021 @ 02:47:07.000","ES-Air","Abu Dhabi",AE,"Buenos Aires",AR,"1,043.808","$674.31",false,"No Delay"
"Oct 27, 2021 @ 02:47:07.000","ES-Air",Pisa,IT,Pisa,IT,0,"$210.99",false,"No Delay"
"Oct 27, 2021 @ 02:43:53.000",JetBeats,Oslo,NO,Torino,IT,"105.254","$925.79",false,"No Delay"
"Oct 27, 2021 @ 02:43:04.000","ES-Air",Munich,DE,Richmond,US,"331.284","$834.84",false,"No Delay"
"Oct 27, 2021 @ 02:40:11.000","Logstash Airways",Bologna,IT,Milwaukee,US,"413.529","$445.04",false,"No Delay"
"Oct 27, 2021 @ 02:37:57.000","ES-Air",Billings,US,"Cape Town",ZA,"810.663","$796",true,"No Delay"
"Oct 27, 2021 @ 02:29:28.000","Logstash Airways","Frankfurt am Main",DE,Olenegorsk,RU,"135.249","$707.13",false,"No Delay"
"Oct 27, 2021 @ 02:24:53.000","Logstash Airways",Stockholm,SE,Stockholm,SE,0,"$204.03",false,"No Delay"
"Oct 27, 2021 @ 02:16:30.000","ES-Air","Frankfurt am Main",DE,Johannesburg,ZA,"721.53","$282.27",false,"No Delay"
"Oct 27, 2021 @ 02:10:58.000","Logstash Airways",Sydney,AU,Belogorsk,RU,"538.247","$966.86",false,"No Delay"
"Oct 27, 2021 @ 01:51:17.000","Logstash Airways",Moscow,RU,Moscow,RU,315,"$229.35",false,"Carrier Delay"
"Oct 27, 2021 @ 01:49:59.000","Logstash Airways",Tokoname,JP,Nashville,US,"521.462","$857.8",false,"No Delay"
"Oct 27, 2021 @ 01:47:23.000","Logstash Airways",Olenegorsk,RU,Verona,IT,"149.856","$680.28",false,"No Delay"
"Oct 27, 2021 @ 01:43:11.000","ES-Air",Detroit,US,Bergamo,IT,"639.182","$354.19",true,"No Delay"
"Oct 27, 2021 @ 01:40:15.000","Kibana Airlines",Istanbul,TR,Bari,IT,"72.331","$838.36",false,"No Delay"
"Oct 27, 2021 @ 01:38:07.000","Logstash Airways",Louisville,US,Pittsburgh,US,"25.694","$248.46",false,"No Delay"
"Oct 27, 2021 @ 01:29:10.000",JetBeats,Rome,IT,Tokyo,JP,"620.555","$317.08",false,"No Delay"
"Oct 27, 2021 @ 01:27:37.000","ES-Air",Moscow,RU,Vienna,AT,"308.335","$292.9",false,"Security Delay"
"Oct 27, 2021 @ 01:23:47.000","ES-Air","Jebel Ali",AE,Beijing,CN,"294.678","$310.1",false,"No Delay"
"Oct 27, 2021 @ 01:21:29.000","Kibana Airlines",Bergamo,IT,Rome,IT,"28.018","$162.93",false,"No Delay"
"Oct 27, 2021 @ 01:14:34.000",JetBeats,Dubai,AE,Naples,IT,"346.748","$589.17",true,"No Delay"
"Oct 27, 2021 @ 01:12:10.000",JetBeats,Paris,FR,Naples,IT,"165.946","$952.98",false,"Carrier Delay"
"Oct 27, 2021 @ 01:10:59.000","Kibana Airlines",Beijing,CN,"New Delhi",IN,"346.845","$809.22",false,"No Delay"
"Oct 27, 2021 @ 01:03:54.000","Logstash Airways",Sydney,AU,Tampa,US,"828.331","$272.75",false,"No Delay"
"Oct 27, 2021 @ 00:55:09.000","ES-Air",Verona,IT,Zurich,CH,"20.85","$382.71",false,"No Delay"
"Oct 27, 2021 @ 00:54:22.000","Logstash Airways",Mumbai,IN,Santiago,CL,"1,245.63","$498.18",false,"Carrier Delay"
"Oct 27, 2021 @ 00:52:40.000","Kibana Airlines",Montreal,CA,Sydney,AU,"1,068.016","$742.08",false,"No Delay"
"Oct 27, 2021 @ 00:52:25.000","Kibana Airlines","Buenos Aires",AR,Olenegorsk,RU,"1,210.535","$254.24",true,"Weather Delay"
"Oct 27, 2021 @ 00:52:25.000","Logstash Airways",Bergamo,IT,Rome,IT,"36.639","$155.59",false,"No Delay"
"Oct 27, 2021 @ 00:52:25.000","Logstash Airways","Buenos Aires",AR,Tampa,US,"616.262","$366.14",true,"No Delay"
"Oct 27, 2021 @ 00:43:22.000","Logstash Airways",Hyderabad,IN,Zurich,CH,"507.81","$763.29",false,"No Delay"
"Oct 27, 2021 @ 00:38:23.000","ES-Air","Frankfurt am Main",DE,London,GB,"143.833","$764.89",false,"Carrier Delay"
"Oct 27, 2021 @ 00:34:09.000",JetBeats,Mumbai,IN,Vienna,AT,"601.31","$972.43",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 00:31:57.000","ES-Air",Chengdu,CN,"Jeju City",KR,"102.368","$890.67",true,"No Delay"
"Oct 27, 2021 @ 00:28:10.000",JetBeats,Pisa,IT,Spokane,US,"683.64","$547.35",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 00:25:33.000","ES-Air","San Diego",US,Vienna,AT,"473.359","$871.85",false,"No Delay"
"Oct 27, 2021 @ 00:17:27.000",JetBeats,Bergamo,IT,London,GB,"79.249","$586.63",false,"No Delay"
"Oct 27, 2021 @ 00:16:49.000","ES-Air",Sydney,AU,Belogorsk,RU,"692.032","$668.13",false,"No Delay"
"Oct 27, 2021 @ 00:13:03.000","Kibana Airlines",Norfolk,US,Shanghai,CN,"1,020.3","$437.79",false,"No Delay"
"Oct 27, 2021 @ 00:02:08.000","Kibana Airlines",Rome,IT,Quito,EC,"839.199","$535",false,"No Delay"
"Oct 26, 2021 @ 23:56:16.000","Logstash Airways",Albuquerque,US,Copenhagen,DK,"562.194","$541.39",false,"No Delay"
"Oct 26, 2021 @ 23:52:49.000","ES-Air",Venice,IT,Winnipeg,CA,"621.888","$937.97",true,"Late Aircraft Delay"
"Oct 26, 2021 @ 23:49:17.000","Logstash Airways",Quito,EC,Rochester,US,"253.815","$352.29",false,"No Delay"
"Oct 26, 2021 @ 23:46:04.000","Kibana Airlines",Nashville,US,Vienna,AT,"840.268","$304.38",false,"Carrier Delay"
"Oct 26, 2021 @ 23:44:11.000","Kibana Airlines","Jeju City",KR,Durban,ZA,"1,017.969","$442.76",false,"No Delay"
"Oct 26, 2021 @ 23:42:13.000","Logstash Airways",Johannesburg,ZA,Warsaw,PL,"458.058","$690.44",true,"No Delay"
"Oct 26, 2021 @ 23:34:26.000","Logstash Airways",Seattle,US,Verona,IT,"686.799","$828.7",false,"NAS Delay"
"Oct 26, 2021 @ 23:18:57.000","Kibana Airlines","Buenos Aires",AR,Winnipeg,CA,"921.021","$712.12",false,"No Delay"
"Oct 26, 2021 @ 23:01:57.000","Kibana Airlines",Saginaw,US,Tampa,US,"144.314","$144.95",false,"No Delay"
"Oct 26, 2021 @ 22:49:28.000","Kibana Airlines","Buenos Aires",AR,"Salt Lake City",US,"833.359","$756.28",true,"No Delay"
"Oct 26, 2021 @ 22:48:23.000","Logstash Airways",Ottawa,CA,Winnipeg,CA,"130.233","$102.22",true,"No Delay"
"Oct 26, 2021 @ 22:41:13.000","Logstash Airways",Cologne,DE,Milan,IT,"271.257","$298.47",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 22:32:38.000","Kibana Airlines",Quito,EC,Naples,IT,"788.006","$939.86",false,"No Delay"
"Oct 26, 2021 @ 22:25:22.000","Logstash Airways",Minneapolis,US,"Xi'an",CN,"643.787","$588.13",false,"No Delay"
"Oct 26, 2021 @ 22:18:18.000","Kibana Airlines","New Delhi",IN,Osaka,JP,"452.718","$991.13",false,"Carrier Delay"
"Oct 26, 2021 @ 22:15:22.000","Kibana Airlines",Helsinki,FI,London,GB,"103.521","$637.93",false,"No Delay"
"Oct 26, 2021 @ 22:04:46.000",JetBeats,Vienna,AT,Warsaw,PL,"28.926","$588.63",false,"No Delay"
"Oct 26, 2021 @ 22:04:46.000","Logstash Airways",Chicago,US,Richmond,US,"77.906","$163.37",false,"No Delay"
"Oct 26, 2021 @ 22:04:16.000","Logstash Airways","Mexico City",MX,"Buenos Aires",AR,"484.87","$498.57",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 21:51:20.000","Logstash Airways","San Antonio",US,Stockholm,SE,"657.468","$842.82",false,"No Delay"
"Oct 26, 2021 @ 21:50:23.000",JetBeats,Beijing,CN,Munich,DE,"595.496","$776.07",false,"No Delay"
"Oct 26, 2021 @ 21:49:25.000","Logstash Airways",Quito,EC,Sydney,AU,"1,135.973","$354",false,"No Delay"
"Oct 26, 2021 @ 21:49:20.000","Kibana Airlines",Winnipeg,CA,"Xi'an",CN,"542.956","$418.1",false,"No Delay"
"Oct 26, 2021 @ 21:41:08.000","Logstash Airways",Sydney,AU,Torino,IT,"1,416.52","$404.63",false,"Weather Delay"
"Oct 26, 2021 @ 21:38:25.000","ES-Air",Munich,DE,"Chitose / Tomakomai",JP,"627.43","$414.5",false,"No Delay"
"Oct 26, 2021 @ 21:32:45.000",JetBeats,Barcelona,ES,Pisa,IT,"66.612","$845.41",false,"No Delay"
"Oct 26, 2021 @ 21:31:16.000",JetBeats,Casper,US,Ottawa,CA,"129.712","$322.15",false,"No Delay"
"Oct 26, 2021 @ 21:29:34.000","Logstash Airways",Warsaw,PL,Zurich,CH,"49.211","$777.83",false,"No Delay"
"Oct 26, 2021 @ 21:29:34.000","ES-Air",Quito,EC,Winnipeg,CA,"485.826","$509.44",false,"No Delay"
"Oct 26, 2021 @ 21:19:44.000","Logstash Airways",Montreal,CA,Oslo,NO,"306.479","$711.01",false,"No Delay"
"Oct 26, 2021 @ 21:19:44.000","Kibana Airlines",Quito,EC,Munich,DE,"887.261","$572.14",false,"Carrier Delay"
"Oct 26, 2021 @ 21:16:23.000","Logstash Airways","Jebel Ali",AE,Istanbul,TR,"188.838","$741.19",false,"No Delay"
"Oct 26, 2021 @ 21:12:22.000","ES-Air",Olenegorsk,RU,Pisa,IT,"168.886","$784.38",false,"No Delay"
"Oct 26, 2021 @ 21:11:07.000",JetBeats,"Buenos Aires",AR,Olenegorsk,RU,"648.877","$767.47",false,"No Delay"
"Oct 26, 2021 @ 21:10:34.000","Kibana Airlines",Adelaide,AU,Seattle,US,"1,043.559","$971.87",false,"Security Delay"
"Oct 26, 2021 @ 20:59:11.000",JetBeats,Tokoname,JP,Treviso,IT,"452.442","$864.06",false,"No Delay"
"Oct 26, 2021 @ 20:59:11.000","Logstash Airways",Saginaw,US,Pisa,IT,"358.035","$794.45",false,"No Delay"
"Oct 26, 2021 @ 20:58:01.000","Kibana Airlines",Quito,EC,Tokyo,JP,"1,004.772","$534.39",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 20:52:40.000","Logstash Airways",Oslo,NO,Tampa,US,"853.634","$812.04",true,"NAS Delay"
"Oct 26, 2021 @ 20:52:40.000","Logstash Airways",Stockholm,SE,Verona,IT,"103.397","$495.14",false,"No Delay"
"Oct 26, 2021 @ 20:30:43.000",JetBeats,Madrid,ES,"Jeju City",KR,"1,080.968","$526.05",false,"Security Delay"
"Oct 26, 2021 @ 20:30:09.000","Logstash Airways",Dubai,AE,"Las Vegas",US,"876.214","$761.85",false,"No Delay"
"Oct 26, 2021 @ 20:19:37.000","ES-Air",Osaka,JP,"San Juan",PR,"1,305.052","$651.83",false,"Carrier Delay"
"Oct 26, 2021 @ 20:09:45.000",JetBeats,Rome,IT,Osaka,JP,"814.482","$690.17",false,"NAS Delay"
"Oct 26, 2021 @ 20:02:39.000","ES-Air",Belleville,US,Venice,IT,"927.772","$323.42",false,"NAS Delay"
"Oct 26, 2021 @ 19:59:27.000","Logstash Airways",Jackson,US,"Xi'an",CN,"823.865","$804.89",false,"No Delay"
"Oct 26, 2021 @ 19:58:11.000","Kibana Airlines","Mexico City",MX,Torino,IT,"748.972","$971.41",false,"No Delay"
"Oct 26, 2021 @ 19:55:29.000",JetBeats,Istanbul,TR,Pisa,IT,"96.527","$660.78",false,"No Delay"
"Oct 26, 2021 @ 19:52:42.000",JetBeats,"Buenos Aires",AR,Moscow,RU,"1,052.953","$706.08",false,"Weather Delay"
"Oct 26, 2021 @ 19:50:14.000",JetBeats,Copenhagen,DK,Sydney,AU,"1,323.996","$399.91",true,"NAS Delay"
"Oct 26, 2021 @ 19:40:03.000",JetBeats,Chicago,US,Guangzhou,CN,"777.912","$930.87",false,"No Delay"
"Oct 26, 2021 @ 19:37:21.000",JetBeats,Paris,FR,London,GB,"24.832","$594.66",false,"No Delay"
"Oct 26, 2021 @ 19:31:49.000",JetBeats,Helsinki,FI,"Buenos Aires",AR,"617.187","$945.03",false,"No Delay"
"Oct 26, 2021 @ 19:29:37.000",JetBeats,"Buenos Aires",AR,Warsaw,PL,"880.601","$824.9",false,"No Delay"
"Oct 26, 2021 @ 19:23:57.000","Kibana Airlines",Beijing,CN,Tokyo,JP,"254.834","$669.27",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 19:15:01.000","Logstash Airways",Santiago,CL,Quito,EC,"299.028","$325.85",false,"NAS Delay"
"Oct 26, 2021 @ 19:15:01.000","Logstash Airways",Sydney,AU,Belogorsk,RU,"521.355","$662.45",false,"Carrier Delay"
"Oct 26, 2021 @ 19:10:17.000","ES-Air",Bari,IT,Mumbai,IN,"323.208","$512.69",false,"No Delay"
"Oct 26, 2021 @ 19:09:29.000","Logstash Airways",Bergamo,IT,Tokyo,JP,"607.59","$583.94",true,"No Delay"
"Oct 26, 2021 @ 19:03:42.000","ES-Air","Jebel Ali",AE,Dubai,AE,"2.78","$110.8",false,"No Delay"
"Oct 26, 2021 @ 19:01:28.000","Logstash Airways",London,GB,"Chitose / Tomakomai",JP,"820.425","$948.05",false,"Security Delay"
"Oct 26, 2021 @ 18:54:08.000","Kibana Airlines",London,GB,Moscow,RU,"193.581","$383.44",false,"No Delay"
"Oct 26, 2021 @ 18:46:51.000",JetBeats,Quito,EC,"Buenos Aires",AR,"363.249","$353.21",false,"No Delay"
"Oct 26, 2021 @ 18:41:02.000","Kibana Airlines",Barcelona,ES,Montreal,CA,"453.366","$457.9",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 18:31:56.000","Kibana Airlines",Olenegorsk,RU,Belogorsk,RU,"581.278","$197.44",false,"Security Delay"
"Oct 26, 2021 @ 18:27:24.000",JetBeats,Istanbul,TR,Berlin,DE,"91.749","$522.01",false,"No Delay"
"Oct 26, 2021 @ 18:26:49.000","ES-Air",Istanbul,TR,"Chitose / Tomakomai",JP,"835.079","$558.19",false,"Weather Delay"
"Oct 26, 2021 @ 18:26:43.000","ES-Air",Melbourne,AU,"Xi'an",CN,"654.659","$779.15",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 18:24:02.000","Kibana Airlines",Montreal,CA,Zurich,CH,"489.492","$866.25",false,"Carrier Delay"
"Oct 26, 2021 @ 18:23:08.000","Kibana Airlines",Moscow,RU,Tokyo,JP,"417.357","$464.23",false,"No Delay"
"Oct 26, 2021 @ 18:18:29.000","ES-Air",Dubai,AE,Lima,PE,"706.511","$519.47",false,"No Delay"
"Oct 26, 2021 @ 18:16:59.000","Logstash Airways",Tokyo,JP,Torino,IT,"895.657","$335.23",true,"No Delay"
"Oct 26, 2021 @ 18:13:13.000",JetBeats,Bergamo,IT,"Salt Lake City",US,"678.151","$836.67",false,"No Delay"
"Oct 26, 2021 @ 18:12:53.000","ES-Air",Catania,IT,Moscow,RU,"240.86","$403.53",true,"No Delay"
"Oct 26, 2021 @ 17:56:55.000","ES-Air",Palermo,IT,London,GB,"151.577","$653.74",false,"No Delay"
"Oct 26, 2021 @ 17:50:37.000","ES-Air",Bangalore,IN,Munich,DE,"660.513","$664.5",false,"NAS Delay"
"Oct 26, 2021 @ 17:49:59.000","Logstash Airways",Moscow,RU,Torino,IT,"199.794","$524.32",false,"No Delay"
"Oct 26, 2021 @ 17:34:21.000","Logstash Airways",Treviso,IT,Treviso,IT,0,"$110.2",true,"No Delay"
"Oct 26, 2021 @ 17:34:21.000",JetBeats,"Xi'an",CN,Zurich,CH,"468.493","$343.31",false,"No Delay"
"Oct 26, 2021 @ 17:32:23.000","Kibana Airlines",Naples,IT,Shanghai,CN,"818.981","$377.64",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 17:32:23.000","Kibana Airlines",Manchester,GB,Norfolk,US,"753.271","$608.15",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 17:21:52.000",JetBeats,Durban,ZA,Hyderabad,IN,"362.804","$396.6",false,"No Delay"
"Oct 26, 2021 @ 17:17:27.000","Logstash Airways",Istanbul,TR,Belogorsk,RU,"513.121","$407.31",false,"No Delay"
"Oct 26, 2021 @ 17:17:14.000","ES-Air",Warsaw,PL,Warsaw,PL,345,"$219.93",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 17:07:39.000",JetBeats,Stockholm,SE,Tokyo,JP,"629.866","$430.96",true,"No Delay"
"Oct 26, 2021 @ 17:05:03.000","Logstash Airways",Brisbane,AU,Rome,IT,"766.964","$702.23",false,"No Delay"
"Oct 26, 2021 @ 17:01:19.000",JetBeats,London,GB,Shanghai,CN,"707.535","$352.85",true,"No Delay"
"Oct 26, 2021 @ 17:01:12.000","Logstash Airways","New York",US,"Buenos Aires",AR,"500.019","$870.79",false,"No Delay"
"Oct 26, 2021 @ 16:58:16.000","Logstash Airways",Osaka,JP,Spokane,US,"599.849","$665.37",false,"No Delay"
"Oct 26, 2021 @ 16:57:51.000","Kibana Airlines",Torino,IT,"Xi'an",CN,"509.732","$438.68",false,"No Delay"
"Oct 26, 2021 @ 16:54:19.000","ES-Air",Detroit,US,Guangzhou,CN,"783.919","$332.71",false,"No Delay"
"Oct 26, 2021 @ 16:54:19.000","ES-Air",Beijing,CN,Vienna,AT,"355.797","$602.76",false,"No Delay"
"Oct 26, 2021 @ 16:54:19.000","Kibana Airlines",Zurich,CH,Zurich,CH,0,"$191.69",false,"No Delay"
"Oct 26, 2021 @ 16:54:19.000","Kibana Airlines",Osaka,JP,Ottawa,CA,"890.089","$823.81",false,"Weather Delay"
"Oct 26, 2021 @ 16:54:19.000","ES-Air",Torino,IT,Winnipeg,CA,"481.531","$510.95",false,"No Delay"
"Oct 26, 2021 @ 16:44:05.000","ES-Air",Bari,IT,Berlin,DE,"99.735","$469.89",false,"No Delay"
"Oct 26, 2021 @ 16:39:03.000","Logstash Airways",Cagliari,IT,Cologne,DE,"64.969","$605.97",false,"No Delay"
"Oct 26, 2021 @ 16:29:37.000",JetBeats,Shanghai,CN,Winnipeg,CA,"487.463","$797.46",false,"No Delay"
"Oct 26, 2021 @ 16:29:15.000","ES-Air",Palermo,IT,Olenegorsk,RU,"274.109","$674",false,"No Delay"
"Oct 26, 2021 @ 16:19:14.000","Logstash Airways",London,GB,Stockholm,SE,"122.191","$885.33",false,"No Delay"
"Oct 26, 2021 @ 16:19:14.000","ES-Air",Dublin,IE,Vienna,AT,"155.203","$618.31",false,"No Delay"
"Oct 26, 2021 @ 16:18:48.000","ES-Air",Belogorsk,RU,Warsaw,PL,"476.312","$426.51",false,"NAS Delay"
"Oct 26, 2021 @ 16:18:26.000","ES-Air",Madrid,ES,Oslo,NO,"201.396","$442.51",true,"No Delay"
"Oct 26, 2021 @ 16:16:57.000","ES-Air","Abu Dhabi",AE,Rome,IT,"395.025","$739.2",false,"No Delay"
"Oct 26, 2021 @ 16:16:57.000","Logstash Airways",Bari,IT,"Cape Town",ZA,"489.288","$638.35",false,"No Delay"
"Oct 26, 2021 @ 16:10:21.000","Kibana Airlines","Newport News",US,Verona,IT,"487.523","$917.22",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 16:06:28.000","Kibana Airlines",Venice,IT,Verona,IT,"6.059","$245.54",true,"No Delay"
"Oct 26, 2021 @ 16:06:28.000","Logstash Airways",Genova,IT,London,GB,"91.61","$923.02",false,"No Delay"
"Oct 26, 2021 @ 16:05:52.000","ES-Air",Ottawa,CA,Seattle,US,"370.111","$862.61",false,"Weather Delay"
"Oct 26, 2021 @ 16:05:13.000","Kibana Airlines",Chengdu,CN,Dubai,AE,"341.608","$568.5",false,"No Delay"
"Oct 26, 2021 @ 16:04:15.000","Logstash Airways",London,GB,Manchester,GB,"15.196","$183.46",false,"No Delay"
"Oct 26, 2021 @ 15:59:19.000",JetBeats,Edmonton,CA,Toronto,CA,"128.376","$209.78",false,"No Delay"
"Oct 26, 2021 @ 15:59:10.000",JetBeats,Osaka,JP,Stockholm,SE,"675.739","$900.85",false,"No Delay"
"Oct 26, 2021 @ 15:53:42.000",JetBeats,Genova,IT,Osaka,JP,"527.478","$625.36",false,"NAS Delay"
"Oct 26, 2021 @ 15:53:15.000",JetBeats,Rome,IT,Spokane,US,"558.578","$632.65",false,"No Delay"
"Oct 26, 2021 @ 15:51:29.000",JetBeats,Chengdu,CN,Durban,ZA,"783.75","$418.64",false,"No Delay"
"Oct 26, 2021 @ 15:44:51.000","Kibana Airlines",Helsinki,FI,London,GB,"124.225","$475.29",false,"No Delay"
"Oct 26, 2021 @ 15:38:45.000","Kibana Airlines",Beijing,CN,Berlin,DE,"850.575","$827.23",false,"Late Aircraft Delay"
"Oct 26, 2021 @ 15:38:21.000","Kibana Airlines",Tokoname,JP,Osaka,JP,"8.951","$112.79",true,"No Delay"
"Oct 26, 2021 @ 15:37:11.000","ES-Air",Oslo,NO,Tampa,US,"502.907","$895.69",false,"No Delay"
"Oct 26, 2021 @ 15:32:37.000","ES-Air",Rochester,US,Tokyo,JP,"573.29","$581",false,"No Delay"
"Oct 26, 2021 @ 15:32:05.000","ES-Air",Munich,DE,Shanghai,CN,"461.293","$403.47",false,"No Delay"
"Oct 26, 2021 @ 15:26:21.000",JetBeats,"Cape Town",ZA,"Xi'an",CN,"634.597","$516.03",true,"No Delay"
"Oct 26, 2021 @ 15:25:01.000",JetBeats,"Salt Lake City",US,Venice,IT,"1,000.251","$551.61",false,"Carrier Delay"
"Oct 26, 2021 @ 15:21:43.000",JetBeats,Rome,IT,Bogota,CO,"686.952","$961.57",false,"Weather Delay"
"Oct 26, 2021 @ 15:21:36.000","Logstash Airways",Beijing,CN,Indianapolis,US,"905.704","$924.8",true,"No Delay"
"Oct 26, 2021 @ 14:59:26.000",JetBeats,Erie,US,Manchester,GB,"473.02","$768.75",false,"No Delay"
"Oct 26, 2021 @ 14:56:35.000","Kibana Airlines",Norfolk,US,Verona,IT,"584.053","$562",true,"No Delay"
"Oct 26, 2021 @ 14:45:22.000","Logstash Airways",Istanbul,TR,"San Antonio",US,"700.341","$908.01",false,"No Delay"
"Oct 26, 2021 @ 14:43:30.000",JetBeats,Brisbane,AU,Montreal,CA,"962.874","$323.88",false,"NAS Delay"
"Oct 26, 2021 @ 14:43:13.000","ES-Air","New Delhi",IN,Moscow,RU,"353.347","$394.88",false,"NAS Delay"
"Oct 26, 2021 @ 14:38:57.000","Logstash Airways",Charlotte,US,Ottawa,CA,"80.538","$776.49",false,"No Delay"
"Oct 26, 2021 @ 14:38:34.000","ES-Air",Treviso,IT,Treviso,IT,135,"$127.08",false,"Carrier Delay"
"Oct 26, 2021 @ 14:37:25.000",JetBeats,Hartford,US,"Buenos Aires",AR,"615.825","$852.72",false,"No Delay"
"Oct 26, 2021 @ 14:34:00.000","Logstash Airways",Manchester,GB,Manchester,GB,0,"$210.41",true,"No Delay"
"Oct 26, 2021 @ 14:28:34.000","Logstash Airways",Quito,EC,Johannesburg,ZA,"897.268","$941.61",false,"No Delay"
"Oct 26, 2021 @ 14:23:57.000",JetBeats,Indianapolis,US,Lima,PE,"476.531","$655.58",false,"Carrier Delay"
"Oct 26, 2021 @ 14:22:17.000","ES-Air",Catania,IT,"San Juan",PR,"728.719","$617.48",false,"No Delay"
"Oct 26, 2021 @ 14:21:45.000","Logstash Airways",Guangzhou,CN,Guangzhou,CN,0,"$151.94",false,"No Delay"
"Oct 26, 2021 @ 14:20:41.000","Logstash Airways",London,GB,Olenegorsk,RU,"185.556","$779.16",true,"No Delay"
"Oct 26, 2021 @ 14:20:41.000","Kibana Airlines","Cape Town",ZA,Helsinki,FI,"699.09","$816.56",false,"Weather Delay"
"Oct 26, 2021 @ 14:14:05.000","Logstash Airways",Osaka,JP,Savannah,US,"732.112","$751.99",false,"No Delay"
"Oct 26, 2021 @ 14:12:49.000",JetBeats,Rome,IT,Shanghai,CN,"435.908","$486.16",false,"No Delay"
"Oct 26, 2021 @ 14:09:41.000",JetBeats,Toronto,CA,London,GB,"271.938","$751.04",false,"No Delay"
"Oct 26, 2021 @ 14:09:13.000","Logstash Airways",Ottawa,CA,Syracuse,US,"13.062","$368.62",false,"No Delay"
"Oct 26, 2021 @ 14:05:10.000","Kibana Airlines",Santiago,CL,Osaka,JP,"1,573.605","$683.62",false,"Security Delay"
"Oct 26, 2021 @ 13:59:53.000","ES-Air",Palermo,IT,"Chitose / Tomakomai",JP,"804.162","$499.93",true,"No Delay"
"Oct 26, 2021 @ 13:59:35.000","ES-Air","Buenos Aires",AR,Venice,IT,"876.362","$343.26",false,"No Delay"
"Oct 26, 2021 @ 13:58:27.000","ES-Air",Helsinki,FI,Quito,EC,"826.89","$975.47",false,"No Delay"
"Oct 26, 2021 @ 13:55:33.000","Logstash Airways",Verona,IT,Winnipeg,CA,"572.103","$994.84",false,"Carrier Delay"
"Oct 26, 2021 @ 13:50:09.000","Logstash Airways","Jebel Ali",AE,Toronto,CA,"794.711","$894.76",false,"No Delay"
